,Sensor ID,DYL_PM2.5,EPA_PM2.5,EPA_PM10,EPA_RH,EPA_T,EPA_CO
2021-11-04 13:00:00 UTC,3,14.2,9.8,12.2,100,8,0.2
2021-11-04 14:00:00 UTC,3,14.3,9.2,12.3,100,8,0.2
2021-11-04 15:00:00 UTC,3,15.9,10.4,14,100,9,0.2
2021-11-04 16:00:00 UTC,3,16.5,10.2,13.5,99,9,0.2
2021-11-04 17:00:00 UTC,3,20.2,11.1,14.4,100,9,0.2
2021-11-04 18:00:00 UTC,3,24.2,12.1,15.4,100,8,0.2
2021-11-04 19:00:00 UTC,3,26.5,12.6,16,100,8,0.2
2021-11-04 20:00:00 UTC,3,34.3,14.2,16.9,99,8,0.2
2021-11-04 21:00:00 UTC,3,30.1,12.6,15.4,98,8,0.2
2021-11-04 22:00:00 UTC,3,30.6,13,15.9,99,8,0.2
2021-11-04 23:00:00 UTC,3,34.5,13.1,16,99,8,0.2
2021-11-05 00:00:00 UTC,3,35.3,12.5,15.8,100,8,0.2
2021-11-05 01:00:00 UTC,3,25.3,10.2,13,98,7,0.2
2021-11-05 02:00:00 UTC,3,19.2,9.2,11.6,98,7,0.1
2021-11-05 03:00:00 UTC,3,19,8.4,10.9,100,6,0.1
2021-11-05 04:00:00 UTC,3,25.4,9.4,11.8,100,6,0.2
2021-11-05 05:00:00 UTC,3,27,9.6,11.6,100,5,0.2
2021-11-05 06:00:00 UTC,3,28.7,9.8,12.3,100,5,0.2
2021-11-05 07:00:00 UTC,3,32,10,12.2,100,5,0.2
2021-11-05 08:00:00 UTC,3,32.4,10.8,12.7,98,7,0.2
2021-11-05 09:00:00 UTC,3,24.3,9.9,13.3,88,8,0.2
2021-11-05 10:00:00 UTC,3,19.1,8.2,13.3,79,9,0.2
2021-11-05 11:00:00 UTC,3,16.9,7,12.4,69,10,0.2
2021-11-05 12:00:00 UTC,3,16,6.3,12.8,60,11,0.2
2021-11-05 13:00:00 UTC,3,15.8,6.1,11.5,58,12,0.2
2021-11-05 14:00:00 UTC,3,15.3,6,10.5,57,12,0.2
2021-11-05 15:00:00 UTC,3,15.2,5.9,10.6,57,12,0.2
2021-11-05 16:00:00 UTC,3,15.3,5.8,10.7,63,11,0.2
2021-11-05 17:00:00 UTC,3,14.8,6,10.9,75,9,0.2
2021-11-05 18:00:00 UTC,3,16.3,6.6,11.2,85,8,0.2
2021-11-05 19:00:00 UTC,3,18,7.9,12,90,7,0.3
2021-11-05 20:00:00 UTC,3,20.8,8.8,14.8,97,7,0.3
2021-11-05 21:00:00 UTC,3,20,9.6,14.2,95,7,0.3
2021-11-05 22:00:00 UTC,3,19.1,9.7,14.3,97,7,0.2
2021-11-05 23:00:00 UTC,3,20.5,10.2,14.7,95,7,0.2
2021-11-06 00:00:00 UTC,3,20.5,10.4,14.3,93,7,0.2
2021-11-06 01:00:00 UTC,3,21.7,10.1,13.3,89,7,0.2
2021-11-06 02:00:00 UTC,3,19.5,9.4,12.7,85,7,0.1
2021-11-06 03:00:00 UTC,3,17,8.9,13.3,79,7,0.1
2021-11-06 04:00:00 UTC,3,15.7,7.9,11.5,78,6,0.1
2021-11-06 05:00:00 UTC,3,16.1,8.1,12,80,6,0.1
2021-11-06 06:00:00 UTC,3,15,7.4,11.7,77,6,0.1
2021-11-06 07:00:00 UTC,3,13.8,6.7,10.5,72,6,0.1
2021-11-06 08:00:00 UTC,3,13.3,6,10,67,7,0.1
2021-11-06 09:00:00 UTC,3,12.9,5.5,9.5,58,8,0.1
2021-11-06 10:00:00 UTC,3,14,5.7,11,53,9,0.1
2021-11-06 11:00:00 UTC,3,14.2,5.4,10.7,46,11,0.1
2021-11-06 12:00:00 UTC,3,14,5.2,10.7,39,13,0.1
2021-11-06 13:00:00 UTC,3,13.9,4.8,11.2,35,15,0.1
2021-11-06 14:00:00 UTC,3,13.6,5,9.6,40,15,0.1
2021-11-06 15:00:00 UTC,3,13.4,5.5,9.7,44,15,0.2
2021-11-06 16:00:00 UTC,3,14.1,6.2,10.4,57,13,0.2
2021-11-06 17:00:00 UTC,3,16.1,8,12.5,73,12,0.3
2021-11-06 18:00:00 UTC,3,20.2,10.4,15.4,85,10,0.3
2021-11-06 19:00:00 UTC,3,19.9,9.9,13.9,94,9,0.3
2021-11-06 20:00:00 UTC,3,20.4,10.5,15.3,97,8,0.3
2021-11-06 21:00:00 UTC,3,24.5,11.3,16.2,100,7,0.4
2021-11-06 22:00:00 UTC,3,26.8,12.7,18.8,100,6,0.5
2021-11-06 23:00:00 UTC,3,24.5,11.9,17.3,100,6,0.4
2021-11-07 00:00:00 UTC,3,26.9,12.4,17.2,100,5,0.4
2021-11-07 01:00:00 UTC,3,30.5,13.5,18.7,100,4,0.6
2021-11-07 02:00:00 UTC,3,32.1,14.1,19.1,100,4,0.5
2021-11-07 03:00:00 UTC,3,31.3,13.7,18.4,100,3,0.5
2021-11-07 04:00:00 UTC,3,31.3,13.3,17.7,100,2,0.5
2021-11-07 05:00:00 UTC,3,31.6,13.3,18,100,2,0.5
2021-11-07 06:00:00 UTC,3,29.3,12.5,17.6,100,2,0.5
2021-11-07 07:00:00 UTC,3,27.6,12,16.2,100,2,0.5
2021-11-07 08:00:00 UTC,3,25.2,11.8,17,99,5,
2021-11-07 09:00:00 UTC,3,19.9,10.5,15.8,81,10,
2021-11-07 10:00:00 UTC,3,16.2,7.3,12.1,56,13,0.2
2021-11-07 11:00:00 UTC,3,14.1,4.9,8.6,45,15,0.2
2021-11-07 12:00:00 UTC,3,14.3,4.8,9.5,40,17,0.2
2021-11-07 13:00:00 UTC,3,14.6,5.2,9.6,38,18,0.2
2021-11-07 14:00:00 UTC,3,14.8,5,9.4,32,19,0.2
2021-11-07 15:00:00 UTC,3,14.9,5.4,9.3,33,19,0.2
2021-11-07 16:00:00 UTC,3,16.3,6.3,10.5,37,17,0.2
2021-11-07 17:00:00 UTC,3,16.8,6.4,10.4,44,15,0.2
2021-11-07 18:00:00 UTC,3,18.1,7.2,12.8,72,11,0.4
2021-11-07 19:00:00 UTC,3,19.4,8.4,15,82,9,0.4
2021-11-07 20:00:00 UTC,3,21.9,9.4,16.7,89,8,0.5
2021-11-07 21:00:00 UTC,3,21,9.8,17.9,89,7,0.5
2021-11-07 22:00:00 UTC,3,14.3,6.4,11.8,74,8,0.3
2021-11-07 23:00:00 UTC,3,12.4,5.8,10.3,73,8,0.2
