,Sensor ID,DYL_PM2.5,EPA_PM2.5,EPA_PM10,EPA_RH,EPA_T,EPA_CO
2021-10-06 00:00:00 UTC,1,18.1,7.8,23.5,100,21,
2021-10-06 01:00:00 UTC,1,16.6,7.1,22.4,100,20,
2021-10-06 02:00:00 UTC,1,16,6,19.1,100,21,
2021-10-06 03:00:00 UTC,1,16,6.7,21.1,100,20,
2021-10-06 04:00:00 UTC,1,16.4,6.6,20.1,100,20,
2021-10-06 05:00:00 UTC,1,16.5,6.4,19.5,100,20,
2021-10-06 06:00:00 UTC,1,15.5,5,13.9,100,20,
2021-10-06 07:00:00 UTC,1,16.7,4.8,13.9,100,20,
2021-10-06 08:00:00 UTC,1,17.9,5.2,13.5,100,21,
2021-10-06 09:00:00 UTC,1,16.2,4.7,10.7,100,22,0.2
2021-10-06 10:00:00 UTC,1,15.8,4.5,9.4,100,22,0.1
2021-10-06 11:00:00 UTC,1,15.2,3.9,7.8,99,23,0.1
2021-10-06 12:00:00 UTC,1,14.8,3.6,7.9,99,23,0.1
2021-10-06 13:00:00 UTC,1,14.3,3.2,6.8,100,23,0.1
2021-10-06 14:00:00 UTC,1,14.4,2.9,6.5,100,22,0.1
2021-10-06 15:00:00 UTC,1,15.2,3.7,8.7,97,23,0.1
2021-10-06 16:00:00 UTC,1,15.3,4.1,9.8,97,23,0.1
2021-10-06 17:00:00 UTC,1,16,4.3,9.8,100,22,0.1
2021-10-06 18:00:00 UTC,1,15.8,4.2,10.6,100,21,0.1
2021-10-06 19:00:00 UTC,1,15.9,4.5,12.6,100,21,0.1
2021-10-06 20:00:00 UTC,1,16,4.8,15.4,100,21,0.1
2021-10-06 21:00:00 UTC,1,15.8,4.9,15.2,100,21,0.1
2021-10-06 22:00:00 UTC,1,16.7,5.1,17.5,100,21,0.1
2021-10-06 23:00:00 UTC,1,18.3,5.8,20.3,100,21,0.1
2021-10-07 00:00:00 UTC,1,19,6.5,23.7,100,21,0.1
2021-10-07 01:00:00 UTC,1,21.3,7,24,100,21,0.1
2021-10-07 02:00:00 UTC,1,24,7.4,25,100,21,0.1
2021-10-07 03:00:00 UTC,1,26.8,8.3,26.9,100,21,0.1
2021-10-07 04:00:00 UTC,1,25.3,7.2,21.7,100,21,0.1
2021-10-07 05:00:00 UTC,1,22.6,7.1,25,100,21,0.1
2021-10-07 06:00:00 UTC,1,21.1,5.9,19.7,100,21,0.1
2021-10-07 07:00:00 UTC,1,20.1,6.6,24.4,100,21,0.1
2021-10-07 08:00:00 UTC,1,18.4,4.7,11.3,100,22,0.1
2021-10-07 09:00:00 UTC,1,17.8,4.5,9.3,99,23,0.1
2021-10-07 10:00:00 UTC,1,16.9,4.5,8.6,96,24,0.1
2021-10-07 11:00:00 UTC,1,16.3,4.3,8.4,95,24,0.1
2021-10-07 12:00:00 UTC,1,15.6,4.2,8.4,88,25,0.1
2021-10-07 13:00:00 UTC,1,15.7,4.4,8.4,92,25,0.1
2021-10-07 14:00:00 UTC,1,16.6,4.8,9.8,100,23,0.1
2021-10-07 15:00:00 UTC,1,19.7,5.4,12.9,100,23,0.1
2021-10-07 16:00:00 UTC,1,17.1,4.8,10.1,100,24,0.1
2021-10-07 17:00:00 UTC,1,16.1,5.2,12.8,100,23,0
2021-10-07 18:00:00 UTC,1,15.3,4.6,15.6,100,22,0
2021-10-07 19:00:00 UTC,1,16.5,5.5,19.5,100,22,0.1
2021-10-07 20:00:00 UTC,1,16.4,5.6,20.3,100,21,0.1
2021-10-07 21:00:00 UTC,1,15.6,6.3,24,100,21,0.1
2021-10-07 22:00:00 UTC,1,15.2,6.3,25.7,100,21,0
2021-10-07 23:00:00 UTC,1,15.5,6.5,25.3,100,21,0
2021-10-08 00:00:00 UTC,1,15.6,6.7,29.3,100,21,0
2021-10-08 01:00:00 UTC,1,15.3,5.8,22.3,100,21,0
2021-10-08 02:00:00 UTC,1,14.4,6,24.9,100,21,0
2021-10-08 03:00:00 UTC,1,14.4,6.7,30.6,100,21,0
2021-10-08 04:00:00 UTC,1,14.2,7.3,35.1,100,21,0.1
2021-10-08 05:00:00 UTC,1,14.4,6.3,29.5,100,20,0.1
2021-10-08 06:00:00 UTC,1,15,5.9,22.7,100,20,0.1
2021-10-08 07:00:00 UTC,1,15.3,5.3,23.3,100,20,0.1
2021-10-08 08:00:00 UTC,1,16.2,4.4,16.3,100,21,0.2
2021-10-08 09:00:00 UTC,1,15.6,4.3,10.8,95,23,0.1
2021-10-08 10:00:00 UTC,1,14.4,4.4,9,84,25,0.1
2021-10-08 11:00:00 UTC,1,14,5.1,9.5,75,26,0
2021-10-08 12:00:00 UTC,1,13.7,5.6,11.8,67,27,0.1
2021-10-08 13:00:00 UTC,1,14.1,6.4,11.5,62,27,0.1
2021-10-08 14:00:00 UTC,1,13.8,6.5,11.7,58,28,0.1
2021-10-08 15:00:00 UTC,1,14.1,7.2,13.4,59,27,0.1
2021-10-08 16:00:00 UTC,1,14.6,6.8,13.6,66,26,0.1
2021-10-08 17:00:00 UTC,1,17.4,7.1,13.6,78,23,0.1
2021-10-08 18:00:00 UTC,1,19.5,7.4,14,93,21,0.2
2021-10-08 19:00:00 UTC,1,21.1,8.6,19.4,100,20,0.3
2021-10-08 20:00:00 UTC,1,20.1,9.2,23.1,100,19,0.3
2021-10-08 21:00:00 UTC,1,19.9,9.9,24.4,100,19,0.3
2021-10-08 22:00:00 UTC,1,19.5,10,25.2,100,18,0.4
2021-10-08 23:00:00 UTC,1,18.1,9.7,26.6,100,18,0.4
2021-10-09 00:00:00 UTC,1,16.9,9,24.7,100,18,0.4
2021-10-09 01:00:00 UTC,1,13.6,8.5,25.4,100,17,0.3
2021-10-09 02:00:00 UTC,1,11.7,7.5,23.8,100,18,0.1
2021-10-09 03:00:00 UTC,1,11.2,6.2,20.1,100,18,0.1
2021-10-09 04:00:00 UTC,1,12.3,6.6,23.9,100,18,0.1
2021-10-09 05:00:00 UTC,1,13.2,5.5,18,100,18,0.1
2021-10-09 06:00:00 UTC,1,14.8,5.3,13.2,100,18,0
2021-10-09 07:00:00 UTC,1,17,5.1,14,100,18,0.1
2021-10-09 08:00:00 UTC,1,19.9,5,11.5,100,20,0.1
2021-10-09 09:00:00 UTC,1,15.3,4.5,9,91,22,0.1
2021-10-09 10:00:00 UTC,1,14.5,5.2,9.9,80,24,0
2021-10-09 11:00:00 UTC,1,14.4,6.1,12.7,69,26,0
2021-10-09 12:00:00 UTC,1,14,6.4,12.9,62,27,0
2021-10-09 13:00:00 UTC,1,14,7,14.9,61,27,0
2021-10-09 14:00:00 UTC,1,14.6,7.2,13.1,62,27,0
2021-10-09 15:00:00 UTC,1,14.5,7.6,14.1,58,27,0
2021-10-09 16:00:00 UTC,1,16.4,7.6,14.3,68,25,0.1
2021-10-09 17:00:00 UTC,1,17.7,7.7,13.4,85,23,0.1
2021-10-09 18:00:00 UTC,1,16.5,7.9,14.7,100,21,0.1
2021-10-09 19:00:00 UTC,1,17.5,9.3,20.2,100,20,0.3
2021-10-09 20:00:00 UTC,1,19.1,10.3,20.8,100,19,0.4
2021-10-09 21:00:00 UTC,1,21.5,11.5,22.7,100,19,0.6
2021-10-09 22:00:00 UTC,1,22.4,11.9,26.5,100,18,0.6
2021-10-09 23:00:00 UTC,1,22.6,12.1,24.7,100,18,0.7
2021-10-10 00:00:00 UTC,1,21.5,12.4,26.7,100,18,0.6
2021-10-10 01:00:00 UTC,1,22.9,12.3,25.3,100,18,0.7
2021-10-10 02:00:00 UTC,1,20.9,12.5,29.2,100,17,0.6
2021-10-10 03:00:00 UTC,1,17.8,10.8,23.5,100,17,0.4
2021-10-10 04:00:00 UTC,1,15.5,8.8,17.9,100,17,0.2
2021-10-10 05:00:00 UTC,1,14.9,7.4,15.3,100,17,0
2021-10-10 06:00:00 UTC,1,17.2,7.9,17.4,100,16,0
2021-10-10 07:00:00 UTC,1,18.8,7.3,15,100,16,0
2021-10-10 08:00:00 UTC,1,18.6,5.8,10.5,100,18,
2021-10-10 09:00:00 UTC,1,14.6,4.3,8.6,92,21,-0.1
2021-10-10 10:00:00 UTC,1,14,4.4,9.1,82,23,0
2021-10-10 11:00:00 UTC,1,13.7,4.7,9.3,77,24,0
2021-10-10 12:00:00 UTC,1,13.5,5.1,10,73,25,0
2021-10-10 13:00:00 UTC,1,13.2,5.6,10.3,67,26,0
2021-10-10 14:00:00 UTC,1,13.4,6.2,12.2,60,27,0
2021-10-10 15:00:00 UTC,1,13.8,6.6,12.7,58,27,0
2021-10-10 16:00:00 UTC,1,14.1,6.8,12.5,62,26,0
2021-10-10 17:00:00 UTC,1,13.4,6.7,12.3,76,23,0
2021-10-10 18:00:00 UTC,1,10.9,7.2,14.3,95,21,0
2021-10-10 19:00:00 UTC,1,13.2,8.5,16.3,100,19,0.1
2021-10-10 20:00:00 UTC,1,15.1,9,17.2,100,18,0.2
2021-10-10 21:00:00 UTC,1,16.2,10,21.1,100,18,0.5
2021-10-10 22:00:00 UTC,1,16.1,10.5,22.6,100,17,0.6
2021-10-10 23:00:00 UTC,1,17.3,11.2,23.9,100,17,0.8
2021-10-11 00:00:00 UTC,1,19.7,11.7,24.7,100,16,0.8
2021-10-11 01:00:00 UTC,1,19.8,11.9,23.3,100,16,0.8
2021-10-11 02:00:00 UTC,1,19.1,11.7,22.8,100,15,0.7
2021-10-11 03:00:00 UTC,1,19.1,11.5,24.3,100,15,0.7
2021-10-11 04:00:00 UTC,1,19.2,11.6,24.9,100,15,0.6
2021-10-11 05:00:00 UTC,1,19.1,11.2,21.9,100,15,0.5
2021-10-11 06:00:00 UTC,1,19,10.5,21.8,100,15,0.5
2021-10-11 07:00:00 UTC,1,19.4,10.4,21.8,100,15,0.5
2021-10-11 08:00:00 UTC,1,15.9,7.7,16.4,100,19,0.2
2021-10-11 09:00:00 UTC,1,11.5,6.7,16,97,21,0
2021-10-11 10:00:00 UTC,1,9.4,6,12.7,87,23,0
2021-10-11 11:00:00 UTC,1,11.1,6.6,14.1,82,23,0
2021-10-11 12:00:00 UTC,1,10.7,5.7,12.2,76,24,-0.1
2021-10-11 13:00:00 UTC,1,9.7,5.5,11.6,74,24,-0.1
2021-10-11 14:00:00 UTC,1,10.4,5.4,10.9,70,25,-0.1
2021-10-11 15:00:00 UTC,1,10.3,5.3,12,72,25,-0.1
2021-10-11 16:00:00 UTC,1,8.8,5.5,11.5,81,24,-0.1
2021-10-11 17:00:00 UTC,1,7.6,5.5,12,90,22,-0.1
2021-10-11 18:00:00 UTC,1,8.6,6.2,15.4,98,21,0
2021-10-11 19:00:00 UTC,1,10.4,7.1,15,100,19,0
2021-10-11 20:00:00 UTC,1,10.2,7.8,17.6,100,19,0
2021-10-11 21:00:00 UTC,1,19.8,10.8,22.3,100,18,0
2021-10-11 22:00:00 UTC,1,15,9.6,21.3,100,18,0
2021-10-11 23:00:00 UTC,1,11.3,7.9,16.8,100,19,0
2021-10-12 00:00:00 UTC,1,12.7,8.6,16.7,100,19,-0.1
2021-10-12 01:00:00 UTC,1,12.4,9.2,19.8,100,19,-0.1
2021-10-12 02:00:00 UTC,1,12.9,9,16.2,100,19,-0.1
2021-10-12 03:00:00 UTC,1,13.9,9.7,17,100,18,-0.1
2021-10-12 04:00:00 UTC,1,14.4,10,17.6,100,18,0
2021-10-12 05:00:00 UTC,1,15.5,9.9,17.4,100,18,-0.1
2021-10-12 06:00:00 UTC,1,21.2,10.1,16.5,100,18,-0.1
2021-10-12 07:00:00 UTC,1,24.4,10.2,16.6,100,18,0
2021-10-12 08:00:00 UTC,1,22,9.9,16.3,100,19,0
2021-10-12 09:00:00 UTC,1,20.9,10.3,17.2,99,20,0
2021-10-12 10:00:00 UTC,1,15,9.9,17.3,91,21,0
2021-10-12 11:00:00 UTC,1,11.3,8.6,16.5,81,23,
2021-10-12 12:00:00 UTC,1,11.3,8.4,16.4,78,24,
2021-10-12 13:00:00 UTC,1,10.8,8.3,15.4,77,25,0.2
2021-10-12 14:00:00 UTC,1,11.3,8.8,18.4,79,25,0.2
2021-10-12 15:00:00 UTC,1,11.7,9.2,22.1,81,24,0.2
2021-10-12 16:00:00 UTC,1,11.4,9.1,18.8,88,24,0.2
2021-10-12 17:00:00 UTC,1,12.6,9.6,18.8,97,22,0.3
2021-10-12 18:00:00 UTC,1,16.8,10.6,19.4,100,21,0.5
2021-10-12 19:00:00 UTC,1,18.7,11.2,21.8,100,20,0.5
2021-10-12 20:00:00 UTC,1,21.3,12.1,23.7,100,19,0.6
2021-10-12 21:00:00 UTC,1,19.7,12.2,24.6,100,19,0.7
2021-10-12 22:00:00 UTC,1,20.4,12.8,24.7,100,18,0.8
2021-10-12 23:00:00 UTC,1,21.2,12.6,25.2,100,18,0.8
2021-10-13 00:00:00 UTC,1,23.1,13.2,26.8,100,17,0.7
2021-10-13 01:00:00 UTC,1,26,13.6,27.6,100,17,0.8
2021-10-13 02:00:00 UTC,1,25.7,13.3,26.6,100,16,0.8
2021-10-13 03:00:00 UTC,1,26,13.7,27.4,100,16,0.7
2021-10-13 04:00:00 UTC,1,27.5,13.6,26.5,100,16,0.7
2021-10-13 05:00:00 UTC,1,30.3,13.8,27.6,100,15,0.8
2021-10-13 06:00:00 UTC,1,32.4,14.4,28.2,100,15,0.8
2021-10-13 07:00:00 UTC,1,33,13.9,28.4,100,16,0.9
2021-10-13 08:00:00 UTC,1,36.8,13.5,27.4,100,18,1
2021-10-13 09:00:00 UTC,1,26.9,11.4,21.3,99,21,0.5
2021-10-13 10:00:00 UTC,1,15.3,10.6,18.5,86,24,0.3
2021-10-13 11:00:00 UTC,1,13.1,10.4,17.3,81,25,0.2
2021-10-13 12:00:00 UTC,1,13,10.2,19.1,75,26,0.2
2021-10-13 13:00:00 UTC,1,11.5,9.4,17.8,65,27,0.2
2021-10-13 14:00:00 UTC,1,11.6,9,16,59,28,0.2
2021-10-13 15:00:00 UTC,1,12.4,8.9,15.1,62,27,0.2
2021-10-13 16:00:00 UTC,1,11.3,8.5,16.4,67,26,0.2
2021-10-13 17:00:00 UTC,1,10.1,9,15.8,81,24,0.2
2021-10-13 18:00:00 UTC,1,11.1,9.9,19.5,94,21,0.2
2021-10-13 19:00:00 UTC,1,14.4,10.8,21.2,100,20,0.3
2021-10-13 20:00:00 UTC,1,17.4,12.5,27.5,100,19,0.4
2021-10-13 21:00:00 UTC,1,18.3,12.6,29.6,100,19,0.4
2021-10-13 22:00:00 UTC,1,19.4,13,26,100,18,0.6
2021-10-13 23:00:00 UTC,1,20.2,13.2,25.7,100,18,0.7
2021-10-14 00:00:00 UTC,1,23,14.6,27.6,100,17,0.7
2021-10-14 01:00:00 UTC,1,22,14.7,26.4,100,17,0.5
2021-10-14 02:00:00 UTC,1,21.6,14.8,27.5,100,17,0.6
2021-10-14 03:00:00 UTC,1,21.3,14.3,27.6,100,16,0.6
2021-10-14 04:00:00 UTC,1,20.9,14,26.6,100,16,0.6
2021-10-14 05:00:00 UTC,1,22,13.8,25.1,100,16,0.7
2021-10-14 06:00:00 UTC,1,24.5,14.3,25.9,100,15,0.8
2021-10-14 07:00:00 UTC,1,26.1,14.8,27.5,100,16,0.8
2021-10-14 08:00:00 UTC,1,23.2,13.8,29,100,19,1.1
2021-10-14 09:00:00 UTC,1,15.8,11.5,26.4,91,23,0.6
2021-10-14 10:00:00 UTC,1,11.1,10.8,25.6,78,24,0.3
2021-10-14 11:00:00 UTC,1,10.4,11.2,24.1,71,26,0.3
2021-10-14 12:00:00 UTC,1,8.2,9.7,21.5,63,27,0.2
2021-10-14 13:00:00 UTC,1,7.5,10,22.8,61,27,0.2
2021-10-14 14:00:00 UTC,1,8.4,10.9,22.3,60,28,0.2
2021-10-14 15:00:00 UTC,1,8.2,11.2,23.9,63,27,0.2
2021-10-14 16:00:00 UTC,1,8.4,11.3,21,70,26,0.2
2021-10-14 17:00:00 UTC,1,10.2,11.2,22.5,88,24,0.2
2021-10-14 18:00:00 UTC,1,20.2,22.1,31.8,96,22,0.3
2021-10-14 19:00:00 UTC,1,22.3,18.1,29.4,100,21,0.3
2021-10-14 20:00:00 UTC,1,20.5,16.6,27.7,100,20,0.3
2021-10-14 21:00:00 UTC,1,21.5,15.2,24.4,100,19,0.3
2021-10-14 22:00:00 UTC,1,23.1,16.4,27.3,100,19,0.5
2021-10-14 23:00:00 UTC,1,25.4,17.6,30,100,18,0.6
2021-10-15 00:00:00 UTC,1,24.3,17.4,30.6,100,18,0.6
2021-10-15 01:00:00 UTC,1,25.3,18.2,31.4,100,17,0.6
2021-10-15 02:00:00 UTC,1,24.5,17.2,30.3,100,17,0.6
2021-10-15 03:00:00 UTC,1,25.3,18.1,31.5,100,16,0.6
2021-10-15 04:00:00 UTC,1,26.9,17.9,30.6,100,16,0.7
2021-10-15 05:00:00 UTC,1,29.6,18.7,32.9,100,15,0.7
2021-10-15 06:00:00 UTC,1,30.3,19.4,33.4,100,15,0.8
2021-10-15 07:00:00 UTC,1,27.7,18.5,33.2,100,15,0.8
2021-10-15 08:00:00 UTC,1,28.5,16.8,29,100,18,0.8
2021-10-15 09:00:00 UTC,1,17.1,14.1,34.3,90,23,0.6
2021-10-15 10:00:00 UTC,1,9.2,11.8,28.1,74,25,0.3
2021-10-15 11:00:00 UTC,1,7.6,11.9,22,68,26,0.2
2021-10-15 12:00:00 UTC,1,6.1,10.7,18.9,61,27,0.2
2021-10-15 13:00:00 UTC,1,5.4,9.9,18,57,28,0.2
2021-10-15 14:00:00 UTC,1,5.1,9.9,18.3,56,28,0.2
2021-10-15 15:00:00 UTC,1,4.8,9.6,17.9,56,29,0.2
2021-10-15 16:00:00 UTC,1,5.3,9.5,17.9,65,27,0.2
2021-10-15 17:00:00 UTC,1,7.8,9.7,19.7,84,24,0.2
2021-10-15 18:00:00 UTC,1,10.7,11.1,22.6,97,22,0.2
2021-10-15 19:00:00 UTC,1,12.3,12.6,24,100,21,0.3
2021-10-15 20:00:00 UTC,1,14.3,13.8,26.8,100,20,0.3
2021-10-15 21:00:00 UTC,1,15.3,14.4,25.6,100,20,0.4
2021-10-15 22:00:00 UTC,1,18.8,15.8,28.6,100,19,0.6
2021-10-15 23:00:00 UTC,1,23.4,16.2,28.9,100,18,0.8
2021-10-16 00:00:00 UTC,1,21.3,15.7,27.9,100,18,0.7
2021-10-16 01:00:00 UTC,1,22.3,16.2,28.9,100,18,0.6
2021-10-16 02:00:00 UTC,1,19.5,15.5,26.5,100,17,0.6
2021-10-16 03:00:00 UTC,1,18.3,15.2,26.6,100,17,0.5
2021-10-16 04:00:00 UTC,1,17.5,15,26.9,100,17,0.5
2021-10-16 05:00:00 UTC,1,17.5,14.8,26.8,100,17,0.4
2021-10-16 06:00:00 UTC,1,16,13.3,23.1,100,19,0.3
2021-10-16 07:00:00 UTC,1,12.6,10.8,16.8,100,20,0.2
2021-10-16 08:00:00 UTC,1,8.6,6.9,12.1,98,21,0.1
2021-10-16 09:00:00 UTC,1,4.2,4.3,16.2,90,21,0.1
2021-10-16 10:00:00 UTC,1,3.6,4.5,15.3,91,18,0.1
2021-10-16 11:00:00 UTC,1,4.3,4.3,12.3,82,19,0.1
2021-10-16 12:00:00 UTC,1,3.7,4.4,15.6,63,21,0.1
2021-10-16 13:00:00 UTC,1,3.1,4.7,15.5,57,21,0.1
2021-10-16 14:00:00 UTC,1,2.9,4.4,15.1,52,21,0.1
2021-10-16 15:00:00 UTC,1,2.7,4.4,14,48,20,0.1
2021-10-16 16:00:00 UTC,1,2.9,4.4,14.3,46,19,0.1
2021-10-16 17:00:00 UTC,1,3.2,4.2,13.8,50,17,0.1
2021-10-16 18:00:00 UTC,1,3.9,4.1,12.9,52,16,0.1
2021-10-16 19:00:00 UTC,1,5,4.5,11.4,61,14,0.2
2021-10-16 20:00:00 UTC,1,5,4.5,11.7,59,14,0.1
2021-10-16 21:00:00 UTC,1,4.5,4.4,10.2,64,13,0.1
2021-10-16 22:00:00 UTC,1,4.2,4.5,10.9,68,12,0.1
2021-10-16 23:00:00 UTC,1,4.5,4.5,11.1,73,11,0.1
2021-10-17 00:00:00 UTC,1,4.5,4.7,12.2,79,10,0.2
2021-10-17 01:00:00 UTC,1,4.5,4.8,11.7,83,9,0.1
2021-10-17 02:00:00 UTC,1,4.9,4.8,11.8,86,9,0.2
2021-10-17 03:00:00 UTC,1,5.1,4.9,11.6,91,9,0.2
2021-10-17 04:00:00 UTC,1,5.5,4.9,11.6,95,8,0.2
2021-10-17 05:00:00 UTC,1,6,4.9,10.7,98,7,0.2
2021-10-17 06:00:00 UTC,1,5.9,5.1,11.6,99,7,0.2
2021-10-17 07:00:00 UTC,1,5.5,5,12.2,99,8,0.2
2021-10-17 08:00:00 UTC,1,5.2,4.9,12.3,80,11,
2021-10-17 09:00:00 UTC,1,3.2,4.2,11.6,60,14,0.1
2021-10-17 10:00:00 UTC,1,2.6,3.8,11.5,50,16,0.1
2021-10-17 11:00:00 UTC,1,2.4,3.6,9.6,42,18,0.1
2021-10-17 12:00:00 UTC,1,2.6,4,9.8,41,19,0.1
2021-10-17 13:00:00 UTC,1,2.6,4.1,10.3,40,19,0.1
2021-10-17 14:00:00 UTC,1,2.6,4.2,10.4,39,20,0.1
2021-10-17 15:00:00 UTC,1,2.9,4.2,10.5,41,20,0.1
2021-10-17 16:00:00 UTC,1,3.1,4.1,10.9,45,18,0.2
2021-10-17 17:00:00 UTC,1,4.4,4.6,11.8,52,16,0.2
2021-10-17 18:00:00 UTC,1,5.6,4.8,12.1,60,14,0.2
2021-10-17 19:00:00 UTC,1,7.5,5,13.2,67,13,0.2
2021-10-17 20:00:00 UTC,1,8.3,5.2,12,73,12,0.2
2021-10-17 21:00:00 UTC,1,7.4,5.1,12.7,79,11,0.2
2021-10-17 22:00:00 UTC,1,7,5.1,11.2,88,10,0.2
2021-10-17 23:00:00 UTC,1,7.5,5.5,13.1,89,9,0.2
2021-10-18 00:00:00 UTC,1,8,5.5,12.1,98,8,0.3
2021-10-18 01:00:00 UTC,1,7.8,5.4,11.8,99,7,0.2
2021-10-18 02:00:00 UTC,1,7.6,5.3,12,100,7,0.3
2021-10-18 03:00:00 UTC,1,6.8,5,10.5,100,6,0.2
2021-10-18 04:00:00 UTC,1,7.2,4.9,10.4,100,6,0.2
2021-10-18 05:00:00 UTC,1,8.1,4.7,10.3,100,5,0.2
2021-10-18 06:00:00 UTC,1,10.7,5.1,10.2,100,5,0.3
2021-10-18 07:00:00 UTC,1,10.2,5.4,12,100,6,0.3
2021-10-18 08:00:00 UTC,1,13,5.9,13.7,98,9,0.6
2021-10-18 09:00:00 UTC,1,6.3,5,15.5,67,15,0.3
2021-10-18 10:00:00 UTC,1,3.4,4.4,17.4,49,18,0.1
2021-10-18 11:00:00 UTC,1,3.2,4.4,14.7,44,19,0.1
2021-10-18 12:00:00 UTC,1,3.4,4.7,17.7,42,20,0.1
2021-10-18 13:00:00 UTC,1,3,4.6,15.3,39,21,0.1
2021-10-18 14:00:00 UTC,1,3.6,5,18,37,22,0.1
2021-10-18 15:00:00 UTC,1,4.8,5.7,22.6,38,22,0.2
2021-10-18 16:00:00 UTC,1,4.8,6.2,21.2,44,20,0.2
2021-10-18 17:00:00 UTC,1,5.6,6.2,21.4,61,17,0.2
2021-10-18 18:00:00 UTC,1,7.7,6.4,18.6,88,14,0.3
2021-10-18 19:00:00 UTC,1,11.7,7.1,16.9,99,12,0.6
2021-10-18 20:00:00 UTC,1,14.4,7.9,17.4,100,11,0.7
2021-10-18 21:00:00 UTC,1,15.9,8.6,18.1,100,10,0.6
2021-10-18 22:00:00 UTC,1,18.5,9.9,19.5,100,9,0.7
2021-10-18 23:00:00 UTC,1,20.4,10.7,21.2,100,9,0.8
2021-10-19 00:00:00 UTC,1,21.7,11.3,21.2,100,8,0.7
2021-10-19 01:00:00 UTC,1,21.4,11,19.9,100,8,0.8
2021-10-19 02:00:00 UTC,1,21,10.8,20.6,100,7,0.7
2021-10-19 03:00:00 UTC,1,21.4,10.9,18.8,100,7,0.7
2021-10-19 04:00:00 UTC,1,22.9,11.4,19.9,100,6,0.7
2021-10-19 05:00:00 UTC,1,25.5,11.6,20.1,100,6,0.8
2021-10-19 06:00:00 UTC,1,27.7,12.4,20.7,100,6,0.9
2021-10-19 07:00:00 UTC,1,28.7,13,21.6,100,6,1
2021-10-19 08:00:00 UTC,1,29.2,13.8,24.6,100,9,1
2021-10-19 09:00:00 UTC,1,18.3,12.2,22.4,91,15,0.9
2021-10-19 10:00:00 UTC,1,9.9,9.6,21.5,67,19,0.6
2021-10-19 11:00:00 UTC,1,6.6,8.2,21.1,52,21,0.3
2021-10-19 12:00:00 UTC,1,6.5,8.1,26.6,43,22,0.2
2021-10-19 13:00:00 UTC,1,7.3,9.7,33.4,42,23,0.3
2021-10-19 14:00:00 UTC,1,5.6,8.4,24.8,37,24,0.2
2021-10-19 15:00:00 UTC,1,4.8,8.3,21.5,37,24,0.1
2021-10-19 16:00:00 UTC,1,4.6,8.1,18.5,43,22,0.1
2021-10-19 17:00:00 UTC,1,5.8,8.9,18.3,64,19,0.1
2021-10-19 18:00:00 UTC,1,9.1,9.3,17.4,84,15,0.2
2021-10-19 19:00:00 UTC,1,15.9,11.1,20.5,96,13,0.2
2021-10-19 20:00:00 UTC,1,26.7,14.4,25.2,100,12,0.4
2021-10-19 21:00:00 UTC,1,25.9,14.3,25.6,100,11,0.6
2021-10-19 22:00:00 UTC,1,22.9,13.9,24.5,100,11,0.8
2021-10-19 23:00:00 UTC,1,21.4,13.6,22.8,100,10,0.8
2021-10-20 00:00:00 UTC,1,20.4,13.9,22.9,100,10,0.8
2021-10-20 01:00:00 UTC,1,20.3,14.8,23.7,100,9,0.7
2021-10-20 02:00:00 UTC,1,21.2,14.7,22.1,100,9,0.7
2021-10-20 03:00:00 UTC,1,21.1,15.2,22.8,100,8,0.7
2021-10-20 04:00:00 UTC,1,21.8,15.5,23.3,100,8,0.7
2021-10-20 05:00:00 UTC,1,23.2,15.1,22.5,100,8,0.8
2021-10-20 06:00:00 UTC,1,24.7,15.7,24,100,7,0.9
2021-10-20 07:00:00 UTC,1,24.7,15.9,24.6,100,8,1
2021-10-20 08:00:00 UTC,1,24.5,15.6,25.2,100,11,1
2021-10-20 09:00:00 UTC,1,16.4,15.5,31.6,80,17,0.7
2021-10-20 10:00:00 UTC,1,12,15.3,52,59,21,0.5
2021-10-20 11:00:00 UTC,1,6.9,11.3,29.7,54,23,0.3
2021-10-20 12:00:00 UTC,1,5.2,10.1,25.2,51,24,0.2
2021-10-20 13:00:00 UTC,1,4.6,9.6,21.5,46,25,0.2
2021-10-20 14:00:00 UTC,1,5.3,10.8,25.2,46,25,0.2
2021-10-20 15:00:00 UTC,1,5.6,11,29.3,46,25,0.2
2021-10-20 16:00:00 UTC,1,6.2,12.3,29.2,51,23,0.2
2021-10-20 17:00:00 UTC,1,6.9,11.1,21.5,67,20,0.2
2021-10-20 18:00:00 UTC,1,9.5,11.5,20.6,86,17,0.2
2021-10-20 19:00:00 UTC,1,13.5,13,23.3,97,16,0.3
2021-10-20 20:00:00 UTC,1,19.4,14.8,24.7,100,15,0.5
2021-10-20 21:00:00 UTC,1,25.9,17.2,28.8,100,14,0.6
2021-10-20 22:00:00 UTC,1,25.7,17.5,29.2,100,14,0.6
2021-10-20 23:00:00 UTC,1,21.6,15.2,24.9,100,14,0.8
2021-10-21 00:00:00 UTC,1,21.1,16.1,24.9,100,13,0.8
2021-10-21 01:00:00 UTC,1,21.2,16,27.4,100,13,0.7
2021-10-21 02:00:00 UTC,1,21.5,15.9,24.5,100,13,0.6
2021-10-21 03:00:00 UTC,1,22.7,16.6,25.6,100,12,0.7
2021-10-21 04:00:00 UTC,1,22.7,16.2,25,100,12,0.7
